597396	254	4336
423895	500	2987
922579	1575	440
183430	757	1692
72960	1583	866
1770706	339	4251
110631	1578	95
913497	419	3823
164627	363	3879
168598	80	4081
536166	2317	2273
592761	1118	555
881900	1864	585
777536	25	4565
256763	236	2728
682508	7	4154
1871001	2	1671
4162287	849	3393
1329210	811	1638
4705872	660	2354
934967	3678	564
9397500	162	2287
478822	1499	1515
3055103	2561	403
8491226	10	4580
7129848	782	3379
365031	988	686
893213	2	2962
310674	27	1198
4018043	2165	799
525596	2335	2255
4677463	2564	400
69307	7	4235
4440520	40	2409
6639802	1352	1662
636071	86	1588
175470	455	1994
837019	801	1214
586465	2138	1349
12474895	2296	1191
9229873	2060	904
1386271	2	1672
8744	638	587
312001	8	1666
423442	1019	1995
439326	2348	2242
899736	312	4278
10699761	1008	666
1392360	667	1782
2983299	22	1993
808171	1672	2
75	509	2979
103014	615	610
48370	1	2448
4974796	2317	2273
4548018	124	4037
3261543	376	2588
1949755	2125	1363
193584	254	971
6693935	0	3488
739077	3089	1153
2627136	2317	2273
2862976	2327	2263
582661	988	686
3098936	5	4585
4166198	2409	1752
1427273	492	2472
1276787	92	4150
2066385	2123	1365
1643718	470	3691
881785	45	3443
12076317	0	4242
258581	1308	366
10722911	4	1670
7303244	95	1130
331520	192	2257
893553	1478	1486
908419	170	1845
3060879	800	1215
212230	790	1659
277257	3	4239
919722	1485	1529
657200	5	2444
4444605	2132	1356
4191996	2344	2246
3071718	262	3899
1470554	0	1225
2051892	1480	1534
5911881	194	1480
10404286	324	4266
4002680	790	1659
80529	167	1848
646007	2902	1340
2394559	617	1398
294047	3115	1128
5907649	36	1979
6983168	782	3379
2034457	2900	1343
431471	994	680
614801	975	699
2159938	14	4147
123484	1107	118
2084361	2	1672
5399320	799	1650
10861498	2405	1756
888465	117	3371
1769760	816	1633
2608033	66	2898
238588	241	3920
2703253	281	2684
88153	0	2965
4931952	110	2904
4858257	0	4243
17683304	71	1154
1893045	386	3102
4625158	2905	1256
912354	605	620
6043533	1752	1213
6188477	2940	1303
52250	2	2447
16697068	2470	1691
638040	792	1657
7311138	2420	1741
699438	365	3796
61378	2677	1484
1642421	55	1619
120586	309	4281
10234920	790	1659
1557067	177	4066
7355851	1053	621
7587998	2457	1704
244155	2	3486
7970105	2410	1078
13688969	825	1190
5369651	979	695
4122321	1341	333
7779952	1644	1370
284424	0	1225
563535	305	3183
1740548	2421	1740
1674896	2318	2272
1772434	468	757
13772244	150	1075
5954622	5	3009
78427	2988	1255
8001163	2086	879
9316547	7	4236
8842354	0	1225
904721	269	1405
494434	717	508
189840	648	1801
3311852	106	2908
3807956	2343	2247
16366243	332	2633
379922	1482	1532
1420223	2025	940
11033667	2948	1295
6369343	2004	961
89623	2401	564
1398957	341	3902
7596516	320	4270
461536	2320	2270
156489	816	1199
306805	344	3144
1812746	0	4590
3303229	454	1561
836466	89	4501
6508135	2421	1067
744715	2427	1061
3048031	1069	605
3014523	8	2957
4925012	39	2975
429251	1613	61
137816	2396	2194
8954177	2902	1341
8491103	2570	395
3723075	974	2514
1606487	2909	1334
185546	2318	2272
5401822	1481	1533
111559	59	1956
2582194	596	629
5003734	605	620
1422233	2005	960
7741057	86	4157
4059920	814	1635
3898887	3034	1209
342646	2318	2272
122886	2367	2223
19620195	68	3420
6796282	1481	1533
895617	525	3718
922545	2232	1256
11312659	125	1890
19175935	2200	1288
1864366	140	4450
20384515	2123	1365
4012052	1506	1508
5588959	845	1170
1556865	2137	1351
14164	164	1061
1344144	47	1178
2643697	2958	1285
6810019	759	1256
6069951	979	695
2625687	2923	1319
4840013	90	2875
2848497	2998	1245
16894003	2570	395
272675	2200	1288
1320581	1079	595
51719	1778	237
3607081	89	1585
19088449	453	1562
11354782	4	3010
28624045	627	2861
3301665	3291	197
4790535	1394	2094
28642912	731	2283
8668678	2409	1752
5314796	231	4359
5030761	205	1469
1720973	836	2129
376772	1670	1344
179067	361	3882
11667405	319	3169
2508135	2123	1365
9695212	2711	303
469333	4	2961
4454981	187	1487
2740963	651	2314
11275028	2267	1894
18072992	1807	1207
6443476	2317	2273
192251	994	680
67141	55	1619
63231	675	999
610390	790	1659
19510341	1043	631
3972844	634	591
789067	177	4066
6716854	596	629
2457994	622	603
10255	906	2582
7960270	171	2278
3435792	315	2699
37328	2443	1718
2967566	2317	2273
3517981	2	1672
1289800	790	1659
20598575	2167	1321
750067	631	3612
18703130	952	1496
11411158	2446	1715
5985131	2	1672
6711533	676	2289
370515	2416	1072
3483131	1613	61
162955	2416	1072
4946076	4565	25
113791	982	692
463999	151	1864
24601383	2059	906
12589564	645	580
6336952	480	2534
8192168	654	3507
10893225	22	3466
20877439	821	1194
31036088	2425	1736
9599002	1503	1511
22550271	862	812
2691287	34	4209
234088	790	3371
6113721	105	1569
894789	799	1216
20375840	153	2296
4652395	2294	1194
4301521	1079	595
24111840	781	1668
16159326	2358	2232
22781	1118	556
4168886	79	4511
29123998	2430	1731
2148843	21	2944
27961	979	695
826393	334	2631
21874274	658	567
2847970	847	1602
12815700	790	1659
563682	1387	1627
89037	3206	1037
5750906	2317	2273
2949989	890	1125
23969297	522	3721
12404946	3	4587
4303060	793	1656
587686	2318	2272
10477576	9	4581
8785629	807	1208
2753558	131	4030
4668785	2123	1365
4363605	237	3251
807185	971	2517
7714	7	1218
15765177	3430	813
775788	2425	1736
7676631	977	697
4262925	3142	346
4509890	106	2343
1935769	917	1098
5009557	8	4235
905133	2058	907
16351122	444	2570
6423791	994	680
2846448	636	3525
9116068	1328	2833
59318	108	4053
3837244	104	1121
7234842	1518	1496
13103733	2096	869
444314	898	327
33281667	0	4243
168937	2916	1327
733055	27	3461
33208236	353	4237
14312349	748	1267
3068221	974	700
15930592	468	2546
3158353	1505	1460
2749813	2063	902
14631380	1770	679
29756857	493	3750
33284802	1480	1534
11544428	2865	1296
12860646	2352	2238
6437875	28	3460
10278125	363	3125
10508240	16	2433
10043049	243	1772
554122	0	3014
11918803	2005	960
3655952	593	2421
3989101	987	687
889048	0	4161
2743119	800	1215
6646237	353	3890
12958276	2365	2225
28828559	1	2014
1474033	11	2954
119418	2708	1453
1638666	2317	2273
4240318	2612	1549
2728745	2165	1323
3745123	49	2916
36236	2345	2245
1561008	3521	640
28835613	2285	680
2874364	7	1218
6092812	140	2874
7893747	790	3453
1598199	33	1982
13668861	14	1660
369181	22	1652
12783494	15	1210
24049951	1018	656
19707743	2035	930
30165947	2949	1294
26046040	790	1659
5374546	579	4011
21857	364	3879
20484551	249	1425
16746792	1480	1534
6644612	1760	1254
18282102	811	2203
27791105	584	2904
22986236	2309	2281
3974880	12	2437
10845658	2716	1445
2722268	2456	1705
6315047	2982	1261
1678535	2221	1267
307431	538	1136
11026658	2431	1730
7405504	617	608
97279	1971	44
5734600	136	2313
53456	382	4208
7760828	3438	723
186463	303	2662
3876	1744	2846
29360361	28	1646
14211311	1025	649
3359427	2942	1301
4505367	0	4243
4179307	2174	2069
7225004	13	1212
227787	2237	2006
1682947	480	3763
2467568	2417	1744
16605529	174	1841
14444480	112	2337
138892	1482	1532
1355391	155	1519
7936074	620	605
2152304	809	416
13705279	759	1256
20195050	103	2346
947011	1158	516
545541	298	1376
5810632	1480	1534
1597982	2007	1007
16874748	28	4133
588129	541	1474
13557341	48	1626
9891683	843	2123
3243092	1530	1484
32506683	2092	874
3425715	2123	1366
216970	796	1653
1785155	2148	1341
13661517	2907	1336
264903	2004	962
8851858	692	3469
1599822	3	3011
462387	250	3993
33375207	2900	1343
8237763	0	2966
566067	1	4242
6596647	0	4243
14995873	2242	724
5564897	2945	1298
4578433	2001	965
3227461	248	1426
39944565	2318	1171
7431623	1714	1252
21994275	2354	1135
5006370	11	2438
15227416	88	4502
496576	2317	2273
3640717	2899	1345
10606690	18	2431
14521528	3643	518
20163112	1482	1532
1288308	3008	1153
20612504	190	1035
6637811	1002	672
7869429	191	1824
12048009	7	2008
12746172	811	2203
8039254	617	608
3680303	2007	959
32207738	2249	1912
889811	238	1436
10812506	2332	2258
8024124	0	1225
742470	122	2327
7946235	2124	1366
1864036	33	4557
4869193	1997	969
2818112	1530	1485
10826803	507	2459
36734736	18	4572
21837784	160	1065
258323	2110	856
3627642	1070	1945
341368	684	3477
21010809	1698	317
52914908	440	3721
36489761	1008	666
629136	2194	2396
25876945	71	3419
3570093	49	2917
24435414	898	327
7487399	81	1934
25453948	3037	1124
7508296	2317	2273
36825256	4158	432
1447574	634	591
124799	804	1211
53197921	998	676
7026560	11	2438
18369304	605	620
5367685	1479	2011
17244618	784	3377
2186880	103	2346
15933083	2	2964
3380591	975	699
6666652	147	2868
2310999	810	1205
15913918	2405	1756
27975769	821	1194
37323871	1111	563
28830519	801	1214
7238830	1871	578
41273726	358	4232
14452610	353	2096
11758387	2924	1320
15324420	793	1656
16765	15	3475
40902504	555	670
60903663	2005	961
3792124	652	573
374466	2337	2253
535637	3184	1060
2520116	16	4574
13790171	606	1068
15608830	1593	856
4620292	1760	1255
12307505	1970	1520
325745	22	3468
10486249	1036	979
7525046	2898	1692
1552659	906	1109
34877637	2933	1311
11589680	796	1653
8034490	794	1655
6196	286	4304
6367417	12	4232
9130619	810	1205
4266488	2408	1753
32755092	119	2896
1278811	1010	664
94016	2334	2256
3593402	43	2972
57375730	32	2417
4797697	2908	1336
40492075	367	3123
2906311	994	680
448823	0	2966
27080520	22	2428
26704718	2405	1756
2417235	518	2972
37674525	2153	1337
78201	999	675
2757542	1516	1499
411462	340	2675
64928043	92	2874
50513655	2135	1355
36562891	69	1605
28565344	1046	179
675926	449	4141
58976905	28	3462
522824	605	620
66405183	2004	962
56829276	2427	2163
4455154	0	1225
14380285	28	3462
65688020	793	1657
3770049	843	1172
26710825	2305	1185
284120	1863	587
452320	1892	558
2957623	2004	962
2026216	2335	2255
21897996	2033	2557
435775	2332	1158
33594828	17	4144
69858519	870	1145
88935	281	3209
9838560	40	2410
3385305	2298	1192
3372913	2	2964
16133171	998	676
33677522	2056	959
4716729	58	1957
38049038	2405	1756
1128981	0	1674
16073282	1773	1242
14256806	2317	2273
20142759	920	1095
9038639	0	2015
12797174	596	629
499023	11	2955
1706344	595	630
31596887	0	4244
7550680	87	2363
12836417	401	3843
2955305	2124	1366
31933857	2989	1255
50637448	2429	1732
62319	292	1723
8535042	446	2569
10139490	17	2433
693045	261	3229
6409732	1481	1534
15385187	2903	1341
5294454	582	643
37164813	2005	961
6966695	2127	1363
30160	11	2439
926188	4111	50
2860396	3712	878
20506537	2957	1287
5860126	594	3996
60958832	0	3015
16914534	618	607
1443637	2998	1246
22463586	2317	2273
1401650	201	2249
2913989	1090	925
2177677	16	4228
16653673	2943	23
28758032	1488	1527
59399920	793	1657
4145556	33	4557
11769892	1488	1527
2813548	2416	1745
704541	845	829
27579630	1406	1044
31152796	3183	1407
13580075	2222	1268
39334147	1	4243
242439	874	1141
19001465	2125	1365
2222772	348	2667
545840	692	1758
81613386	2318	2272
8172661	157	1517
84055021	1145	529
31051257	310	3934
16173765	9	3481
25999857	289	3955
5392807	4235	9
8064352	2113	902
6493255	50	3440
17153893	914	2052
11007230	790	1660
8079261	999	675
12256189	799	1216
15390289	446	1569
2270344	599	626
3770216	2374	2216
771891	1659	15
11995898	718	3443
21594656	2347	2243
539076	2318	2272
4705522	1497	1518
1683672	1485	1530
14043628	1299	2862
5791790	1743	707
26087186	79	4511
34254503	691	2275
4116243	2933	33
70447580	821	1629
6361588	662	3499
309435	2428	1062
2337891	164	1510
2400776	498	4092
29562336	2345	2245
10509518	2088	2073
4068470	682	1768
10124843	2021	945
17682864	608	617
26643554	50	1175
12065353	1996	970
5476803	2035	931
7012814	71	1154
572340	313	2137
91262012	1560	1455
3258903	2762	204
1526101	215	1459
38829	2003	12
285793	2110	856
40095652	2191	824
92248173	706	2260
1911096	2332	2258
38743071	236	1438
1475466	2483	2107
75547577	2902	1342
5028996	2409	2181
1512832	264	2751
17739215	2130	1360
7197627	2899	1345
1712909	1449	566
3508800	790	1660
82449969	1	2014
29367693	651	2315
8931777	441	3803
7299978	1111	3050
365517	201	4043
23791	993	681
34044423	2140	826
51879968	210	3951
44296240	747	1703
4174866	2366	2224
17792838	2431	1730
56704364	242	983
93282856	2323	2267
4369402	0	3015
17362403	2004	962
234256	4238	352
2929582	978	2037
537723	844	2122
17809717	26	4218
3638004	2	1223
689753	2012	954
1424972	1486	1529
199372	1482	1533
1972313	2637	329
945357	2949	1295
18030005	61	3429
26177922	53	2962
2937475	2124	1366
9824766	4267	323
4365978	12	4149
2257684	62	1163
2827946	2328	2262
39496917	616	3628
2851786	308	4282
50072614	657	568
81192	4	3011
23212419	132	1883
9064879	7	2008
1698233	217	2749
2347952	2066	949
14566818	1	4160
1446291	511	1163
97623704	110	1115
14734089	729	1286
25471752	372	2643
905817	959	3285
156160	792	1658
60229556	4555	35
14110780	820	1630
5640765	2384	1106
325374	608	617
2953749	840	1175
8086262	556	2459
15969112	2	3013
2431516	2577	2013
5022293	2136	830
52371916	370	4220
11278782	1482	1533
14250202	1484	1531
27809053	725	2241
2407474	627	598
85898420	19	2431
746655	2	3488
24371496	2335	2255
93632337	2990	1254
292445	2967	523
488118	0	4161
6031586	395	4195
31399640	816	1634
786172	1042	1973
20336030	546	1904
4668669	135	1881
2728123	2097	869
30490111	975	699
9255516	239	4351
51912333	331	2635
5483529	190	1826
19858277	2936	1308
87441	20	1654
16097105	8	3482
12695676	2341	2249
20530305	172	3318
264161	75	1599
15541071	983	691
17171565	2186	1304
5135048	1	4160
17409016	2332	2258
56175557	0	4244
1320523	310	2656
6468717	0	4244
1442000	7	2443
7412393	2836	130
10452132	2282	733
14333871	979	695
4662061	975	699
64560937	2904	1340
14246861	199	1475
8490401	48	1626
7815280	793	1657
2941754	8	1217
4370617	2	4243
2514010	796	1654
14744757	2899	1346
1473830	793	1657
13003999	1076	940
1350031	55	1619
94635802	1494	1522
35365051	55	1619
10884963	281	2685
20291942	118	2898
2973198	2743	1418
245869	132	1884
3149710	16	2434
2033840	141	2309
4855394	595	630
3460558	1	4160
17012139	800	1216
10296177	500	3745
7868781	945	729
13447262	5	3011
885387	476	3769
11058249	841	1175
30571988	8	4153
2769587	487	3758
15534451	975	699
34253295	687	2803
78419031	183	1491
3257534	596	629
18097098	1	4160
4592221	993	681
53579195	2335	1155
397289	816	1200
4725901	557	1117
17354849	869	1147
532696	107	4483
7194007	3031	1214
4988712	2	3014
2502022	2078	938
35581334	636	589
4050333	2013	953
2390247	343	3902
11831050	0	2450
7221181	796	878
14079656	2317	2273
3490025	401	3089
2993939	671	1345
18545034	0	1225
13995449	2009	7
28673629	843	1173
2971435	365	3125
33735147	2729	1516
122552	46	2970
44072473	844	2122
2872549	405	1611
20649935	2130	1360
31021190	796	1654
9539579	37	1979
2283296	25	4565
7208837	0	4245
5507670	791	1659
4632812	444	2572
8960728	4133	28
79415852	1481	1535
17922621	756	918
17663686	2644	1946
87913444	470	755
77574065	4	3486
22332846	2317	2273
8912142	508	2508
2366545	71	3419
939756	2344	2246
7514413	2002	964
14349872	1485	1531
44070158	276	3885
1756921	166	1508
25778509	0	2016
172317	2929	1316
706935	2138	1352
107271143	26	2940
13934589	874	1142
2948981	1133	541
4128618	403	3758
6171645	319	3171
26349722	473	2543
35643203	2011	955
26669400	11	2439
1375608	1574	2587
10350985	2278	1212
3380239	985	1031
9117212	351	2665
22121599	1231	785
145716	4244	346
29977081	1245	429
14254182	2890	126
35954237	3741	504
12713510	86	2364
27149129	1034	982
9717562	2923	93
2228859	810	1206
125526	2329	2261
8770537	0	4245
3908684	0	1225
677886	409	4181
2554791	1459	215
27580511	32	1642
36296254	24	1201
44473221	1120	554
2464611	1542	132
36882906	228	4362
8739477	3247	998
415405	1176	2315
421190	1386	1064
20141459	397	1619
28268189	857	1159
9068441	999	675
7792521	926	748
22703510	2384	66
2884629	833	1183
13309363	1	2965
797614	765	460
97329145	367	3124
865267	3717	528
26311441	2	1672
24919529	846	1170
24764396	2399	2191
23604445	2295	1196
255468	2441	1720
35281133	2035	931
19071708	2274	1887
2386794	0	1225
58151277	2929	1316
1403138	3143	1018
5529175	2170	1321
2948915	2272	1219
8797300	1315	1135
53417836	2411	2179
2443068	0	4161
893950	795	1655
2988073	725	2241
3893558	197	3964
40851397	3023	1222
38067617	2933	1312
2402225	2387	1104
