597396	0	0
423895	0	0
922579	0	0
183430	0	0
72960	0	0
1770706	0	0
110631	0	0
913497	0	0
164627	0	0
168598	0	0
536166	0	0
592761	0	0
881900	0	0
777536	0	0
256763	0	0
682508	0	0
1871001	0	0
4162287	0	0
1329210	0	0
4705872	0	0
934967	0	0
9397500	0	0
478822	0	0
3055103	0	0
8491226	0	0
7129848	0	0
365031	0	0
893213	0	0
310674	0	0
4018043	0	0
525596	0	0
4677463	0	0
69307	0	0
4440520	0	0
6639802	0	0
636071	0	0
175470	0	0
837019	0	0
586465	0	0
12474895	0	0
9229873	0	0
1386271	0	0
8744	0	0
312001	0	0
423442	0	0
439326	0	0
899736	0	0
10699761	0	0
1392360	0	0
2983299	0	0
75	0	0
103014	0	0
48370	0	0
4974796	0	0
4548018	0	0
3261543	0	0
1949755	0	0
193584	0	0
6693935	0	0
739077	0	0
2627136	0	0
2862976	0	0
582661	0	0
3098936	0	0
4166198	0	0
1427273	0	0
1276787	0	0
2066385	0	0
1643718	0	0
881785	0	0
12076317	0	0
258581	0	0
10722911	0	0
7303244	0	0
331520	0	0
893553	0	0
908419	0	0
3060879	0	0
212230	0	0
277257	0	0
919722	0	0
657200	0	0
4444605	0	0
4191996	0	0
3071718	0	0
1470554	0	0
2051892	0	0
5911881	0	0
10404286	0	0
4002680	0	0
80529	0	0
646007	0	0
2394559	0	0
294047	0	0
5907649	0	0
6983168	0	0
2034457	0	0
431471	0	0
614801	0	0
2159938	0	0
123484	0	0
2084361	0	0
5399320	0	0
10861498	0	0
888465	0	0
1769760	0	0
2608033	0	0
238588	0	0
2703253	0	0
88153	0	0
4931952	0	0
4858257	0	0
17683304	0	0
1893045	0	0
4625158	0	0
912354	0	0
6043533	0	0
6188477	0	0
52250	0	0
16697068	0	0
638040	0	0
7311138	0	0
699438	0	0
61378	0	0
1642421	0	0
120586	0	0
10234920	0	0
1557067	0	0
7355851	0	0
7587998	0	0
244155	0	0
7970105	0	0
13688969	0	0
5369651	0	0
4122321	0	0
7779952	0	0
